term,name,definition,category,provenance,provenanceUri,note
carbonToNitrogenMolarRatio,"Carbon to nitrogen molar ratio","Carbon to nitrogen (C:N) molar ratio",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonTotal,"Carbon, total","Total (Dissolved+Particulate) Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonTotalInorganic,"Carbon, total inorganic","Total (Dissolved+Particulate) Inorganic Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonTotalOrganic,"Carbon, total organic","Total (Dissolved+Particulate) Organic Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonTotalSolidPhase,"Carbon, total solid phase","Total solid phase carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbon_13StableIsotopeRatioDelta,"Carbon-13, stable isotope ratio delta","Difference in the 13C:12C ratio between the sample and standard (del C 13)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbon_14,Carbon-14,"A radioactive isotope of carbon which undergoes beta decay",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cellobiohydrolase,Cellobiohydrolase,"Exocellulases or cellobiohydrolases cleave two to four units from the ends of the exposed chains produced by endocellulase, resulting in tetrasaccharides or disaccharides, such as cellobiose. Exocellulases are further classified into type I, that work processively from the reducing end of the cellulose chain, and type II, that work processively from the nonreducing end.",Chemistry,Wikipedia,https://en.wikipedia.org/wiki/Cellulase,
cesiumDissolved,"Cesium, dissolved","Dissolved Cesium (Cs)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cesiumTotal,"Cesium, total","Total Cesium (Cs)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cesium_137,Cesium-137,"A radioactive isotope of cesium which is formed as a fission product by nuclear fission of uranium or plutonium.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chloride,Chloride,"Chloride (Cl-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorideDissolved,"Chloride, dissolved","Dissolved Chloride (Cl-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorideTotal,"Chloride, total","Total Chloride (Cl-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorine,Chlorine,"Chlorine (Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorineDissolved,"Chlorine, dissolved","Dissolved Chlorine (Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorobenzene,Chlorobenzene,"Chlorobenzene (C6H5Cl)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorobenzilate,Chlorobenzilate,"Chlorobenzilate (C16H14Cl2O3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chloroethane,Chloroethane,"Chloroethane (C2H5Cl)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chloroethene,Chloroethene,"Chloroethene (C2H3Cl)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chloroform,Chloroform,"Chloroform (CHCl3), a haloform",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chloromethane,Chloromethane,"Chloromethane (CH3Cl)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyllFluorescence,"Chlorophyll fluorescence","Chlorophyll Fluorescence",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_a,"Chlorophyll a","Chlorophyll a",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_a_Allomer,"Chlorophyll a allomer","The phytoplankton pigment Chlorophyll a allomer",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_a_b_c,"Chlorophyll (a+b+c)","Chlorophyll (a+b+c)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_a_CorrectedForPheophytin,"Chlorophyll a, corrected for pheophytin","Chlorphyll a corrected for pheophytin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_a_UncorrectedForPheophytin,"Chlorophyll a, uncorrected for pheophytin","Chlorophyll a uncorrected for pheophytin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_b,"Chlorophyll b","Chlorophyll b",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_c,"Chlorophyll c","Chlorophyll c",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chlorophyll_c1_And_c2,"Chlorophyll c1 and c2","Chlorophyll c1 and c2",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromiumDissolved,"Chromium, dissolved","Dissolved Chromium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromiumDistributionCoefficient,"Chromium, distribution coefficient","Ratio of concentrations of chromium in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromiumParticulate,"Chromium, particulate","Particulate chromium (Cr) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromiumTotal,"Chromium, total","Total chromium (Cr). Total indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromium_III,"Chromium (III)","Trivalent Chromium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromium_VI,"Chromium (VI)","Hexavalent Chromium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chromium_VI_Dissolved,"Chromium (VI), dissolved","Dissolved Hexavalent Chromium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
chrysene,Chrysene,"Chrysene (C18H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cis_1_2_Dichloroethene,"cis-1,2-Dichloroethene","cis-1,2-Dichloroethene (C2H2Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cis_1_3_Dichloropropene,"cis-1,3-Dichloropropene","cis-1,3-Dichloropropene (C3H4Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
Clay,Clay,"USDA particle size distribution category. Less then 0.002 mm diameter fine earth particles. 
",,"NRCS USDA ",,"See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253"
cobaltDissolved,"Cobalt, dissolved","Dissolved Cobalt (Co)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cobaltTotal,"Cobalt, total","Total Cobalt (Co)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cobalt_60,Cobalt-60,"A synthetic radioactive isotope of cobalt with a half-life of 5.27 years.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
COD,COD,"Chemical oxygen demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
coliformFecal,"Coliform, fecal","Fecal Coliform",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
coliformTotal,"Coliform, total","Total Coliform",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
color,Color,"Color in quantified in color units",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
coloredDissolvedOrganicMatter,"Colored dissolved organic matter","The concentration of colored dissolved organic matter (humic substances)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
containerNumber,"Container number","The identifying number for a water sampler container.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
copperDissolved,"Copper, dissolved","Dissolved Copper (Cu)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
copperDistributionCoefficient,"Copper, distribution coefficient","Ratio of concentrations of copper in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
copperParticulate,"Copper, particulate","Particulate copper (Cu) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
copperTotal,"Copper, total","Total copper (Cu). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
counter,Counter,"The total number of events within the measurement period",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cryptophytes,Cryptophytes,"The chlorophyll a concentration contributed by cryptophytes",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cuscutaSppCoverage,"Cuscuta spp. coverage","Areal coverage of the plant Cuscuta spp.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cyanide,Cyanide,"Cyanide (CN)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cyclohexane,Cyclohexane,"Cyclohexane (C6H6Cl6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cytochromeP450Family1SubfamilyAPolypeptide1DeltaCycleThreshold,"Cytochrome P450, family 1, subfamily A, polypeptide 1, delta cycle threshold","Delta cycle threshold for Cytochrome P450, family 1, subfamily A, polypeptide 1 (cyp1a1). Cycle threshold is the PCR cycle number at which the fluorescent signal of the gene being amplified crosses the set threshold. Delta cycle threshold for cyp1a1 is the difference between the cycle threshold (Ct) of cyp1a1 gene expression and the cycle threshold (Ct) for the gene expression of the reference gene (e.g., beta-actin).",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cytosolicProtein,"Cytosolic protein","The total protein concentration within the cytosolic fraction of cells. The cytosol refers to the intracellular fluid or cytoplasmic matrix of a eukaryotic cell.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dataShuttleAttached,"Data shuttle attached","A categorical variable marking the attachment of a coupler or data shuttle to a logger. This is used for quality control.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dataShuttleDetached,"Data shuttle detached","A categorical variable marking the detatchment of a coupler or data shuttle to a logger. This is used for quality control.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfC2H6,"delta-13C of C2H6","Isotope 13C of ethane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfC3H8,"delta-13C of C3H8","Isotope 13C of propane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfC4H10,"delta-13C of C4H10","Isotope 13C of butane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfCH4,"delta-13C of CH4","Isotope 13C of methane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfCO2,"delta-13C of CO2","Isotope 13C of carbon dioxide",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_13COfDIC,"delta-13C of DIC","Isotope 13C of dissolved inorganic carbon (DIC)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_18OOfH2O,"delta-18O of H2O","Isotope 18O of water",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_DOfCH4,"delta-D of CH4","hydrogen isotopes of methane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
delta_DOfH2O,"delta-D of H2O","hydrogen isotopes of water",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
density,Density,Density,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
deuterium,Deuterium,"Deuterium (2H), Delta D",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diadinoxanthin,Diadinoxanthin,"The phytoplankton pigment Diadinoxanthin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diallate_CisOrTrans,"Diallate (cis or trans)","Diallate (cis or trans) (C10H17Cl2NOS)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diatoxanthin,Diatoxanthin,"The phytoplankton pigment Diatoxanthin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dibenzofuran,Dibenzofuran,"Dibenzofuran (C12H8O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dibenzothiophene,Dibenzothiophene,"Dibenzothiophene (C12H8S), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dibenz_a_h_anthracene,"Dibenz(a,h)anthracene","Dibenz(a,h)anthracene (C22H14), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dibromochloromethane,Dibromochloromethane,"Dibromochloromethane (CHBr2Cl)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dieldrin,Dieldrin,"Dieldrin (C12H8Cl6O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diethyleneGlycol,"Diethylene glycol","Diethylene glycol (C4H10O3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diethylPhthalate,"Diethyl phthalate","Diethyl phthalate (C12H14O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
diisopropylEther,"Diisopropyl Ether","Diisopropyl Ether (C6H14O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dimethylphenanthrene,Dimethylphenanthrene,"Dimethylphenanthrene (C16H14)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dimethylPhthalate,"Dimethyl Phthalate","Dimethyl Phthalate (C10H10O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dinoflagellates,Dinoflagellates,"The chlorophyll a concentration contributed by Dinoflagellates",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
dinoseb,Dinoseb,"Dinoseb (C10H12N2O5)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
discharge,Discharge,Discharge,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
distance,Distance,"Distance measured from a sensor to a target object such as the surface of a water body or snow surface.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
distichlisSpicataCoverage,"Distichlis spicata Coverage","Areal coverage of the plant Distichlis spicata",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
disulfoton,Disulfoton,"Disulfoton (C8H19O2PS3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
di_n_Butylphthalate,Di-n-butylphthalate,"Di-n-butylphthalate (C16H22O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
di_n_OctylPhthalate,"Di-n-octyl phthalate","Di-n-octyl phthalate (C24H38O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
DNADamageOliveDailMoment,"DNA damage, olive tail moment","In a single cell gel electrophoresis assay (comet assay), olive tail moment is the product of the percentage of DNA in the tail and the distance between the intesity centroids of the head and tail along the x-axis (Olive, et al., 1990)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
DNADamagePercentTailDNA,"DNA damage, percent tail DNA","In a single cell gel electrophoresis assay (comet assay), percent tail DNA is the ratio of fluorescent intensity of the tail over the total fluorescent intensity of the head (nuclear core) and tail multiplied by 100.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
DNADamageTailLength,"DNA damage, tail length","In a single cell gel electrophoresis assay (comet assay), tail length is the distance of DNA migration from the body of the nuclear core",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
d_Limonene,d-Limonene,"d-Limonene (C10H16)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
electricalConductivity,"Electrical conductivity","Electrical conductivity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
electricCurrent,"Electric Current","A flow of electric charge",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
electricEnergy,"Electric Energy","Electric Energy",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
electricPower,"Electric Power","Electric Power",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endOfFile,"End of file","A categorical variable marking the end of a data file. This is used for quality control.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endosulfanSulfate,"Endosulfan Sulfate","Endosulfan Sulfate (C9H6Cl6O4S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endosulfan_II_Beta,"Endosulfan II (beta)","Endosulfan II (beta) (C9H6Cl6O3S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endosulfan_I_Alpha,"Endosulfan I (alpha)","Endosulfan I (alpha) (C9H6Cl6O3S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endrin,Endrin,"Endrin (C12H8Cl6O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endrinAldehyde,"Endrin aldehyde","Endrin aldehyde (C12H8Cl6O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
endrinKetone,"Endrin Ketone","Endrin Ketone (C12H9Cl5O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
enterococci,Enterococci,"Enterococcal bacteria",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethane,Ethane,Ethane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethaneDissolved,"Ethane, dissolved","Dissolved Ethane (C2H6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethanol,Ethanol,"Ethanol (C2H6O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethoxyresorufin_O_DeethylaseActivity,"Ethoxyresorufin O-deethylase, activity","Ethoxyresorufin O-deethylase (EROD) activity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethylbenzene,Ethylbenzene,"Ethylbenzene (C8H10)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethylene,Ethylene,"Ethylene (C2H4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethyleneDissolved,"Ethylene, dissolved","Dissolved ethylene",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethyleneGlycol,"Ethylene glycol","Ethlene Glycol (C2H4(OH)2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethylTert_ButylEther,"Ethyl tert-Butyl Ether","Ethyl tert-Butyl Ether (C6H14O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ethyne,Ethyne,"Ethyne (C2H2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
evaporation,Evaporation,Evaporation,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
