term,name,definition,category,provenance,provenanceUri,note
propanoicAcid,"Propanoic acid","Propanoic acid (C3H6O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
propyleneGlycol,"Propylene glycol","Propylene glycol (C3H8O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pyrene,Pyrene,"Pyrene (C16H10), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pyridine,Pyridine,"Pyridine (C5H5N)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncoming,"Radiation, incoming","Incoming radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncomingLongwave,"Radiation, incoming longwave","Incoming Longwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncomingPAR,"Radiation, incoming PAR","Incoming Photosynthetically-Active Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncomingShortwave,"Radiation, incoming shortwave","Incoming Shortwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncomingUV_A,"Radiation, incoming UV-A","Incoming Ultraviolet A Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationIncomingUV_B,"Radiation, incoming UV-B","Incoming Ultraviolet B Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationNet,"Radiation, net","Net Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationNetLongwave,"Radiation, net longwave","Net Longwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationNetPAR,"Radiation, net PAR","Net Photosynthetically-Active Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationNetShortwave,"Radiation, net shortwave","Net Shortwave radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationOutgoingLongwave,"Radiation, outgoing longwave","Outgoing Longwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationOutgoingPAR,"Radiation, outgoing PAR","Outgoing Photosynthetically-Active Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationOutgoingShortwave,"Radiation, outgoing shortwave","Outgoing Shortwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationTotalIncoming,"Radiation, total incoming","Total amount of incoming radiation from all frequencies",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationTotalOutgoing,"Radiation, total outgoing","Total amount of outgoing radiation from all frequencies",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radiationTotalShortwave,"Radiation, total shortwave","Total Shortwave Radiation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radium_226,Radium-226,"An isotope of radium in the uranium-238 decay series",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radium_228,Radium-228,"An isotope of radium in the thorium-232 decay series",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
radon_222,Radon-222,"An isotope of radon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
rainfallRate,"Rainfall rate","A measure of the intensity of rainfall, calculated as the depth of water to fall over a given time period if the intensity were to remain constant over that time interval (in/hr, mm/hr, etc)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
realDielectricConstant,"Real dielectric constant","Soil reponse of a reflected standing electromagnetic wave of a particular frequency which is related to the stored energy within the medium. This is the real portion of the complex dielectric constant.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
recorderCode,"Recorder code","A code used to identifier a data recorder.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
reductionPotential,"Reduction potential","Oxidation-reduction potential",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
relativeHumidity,"Relative humidity","Relative humidity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
remark,Remark,"Manually added comment field to provide additional information about a particular record.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
reservoirStorage,"Reservoir storage","Reservoir water volume",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
respirationEcosystem,"Respiration, ecosystem","Gross carbon dioxide production by all organisms in an ecosystem. Ecosystem respiration is the sum of all respiration occurring by the living organisms in a specific ecosystem.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
respirationNet,"Respiration, net","Net respiration",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
retene,Retene,"Retene (C18H18), a polycyclic aromatic hydrocarbon (PAH), also known as methyl isopropyl phenanthrene or 1-methyl-7-isopropyl phenanthrene",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
rheniumTotal,"Rhenium, total","Total Rhenium (Re)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ruthenium_106,Ruthenium-106,"The most stable isotope of ruthenium with a half life of 373.59 days.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
salicorniaBigeloviiCoverage,"Salicornia bigelovii coverage","Areal coverage of the plant Salicornia bigelovii",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
salicorniaVirginicaCoverage,"Salicornia virginica coverage","Areal coverage of the plant Salicornia virginica",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
salinity,Salinity,Salinity,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
Sand,Sand,"USDA particle size distribution category. 0.5 to 2 mm diameter fine earth particles. ",,"NRCS USDA ",,"See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253"
secchiDepth,"Secchi depth","Secchi depth",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sedimentPassingSieve,"Sediment, passing sieve","The amount of sediment passing a sieve in a gradation test",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sedimentRetainedOnSieve,"Sediment, retained on sieve","The amount of sediment retained on a sieve in a gradation test",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sedimentSuspended,"Sediment, suspended","Suspended Sediment",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
seleniumDissolved,"Selenium, dissolved","Dissolved selenium (Se). For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
seleniumDistributionCoefficient,"Selenium, distribution coefficient","Ratio of concentrations of selenium in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
seleniumParticulate,"Selenium, particulate","Particulate selenium (Se) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
seleniumTotal,"Selenium, total","Total Selenium (Se). For chemical terms, total indicates an unfiltered sample",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sensibleHeatFlux,"Sensible heat flux","Sensible Heat Flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sequenceNumber,"Sequence number","A counter of events in a sequence",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
shannonDiversityIndex,"Shannon diversity index","A diversity index that is based on the number of taxa, and the proportion of individuals in each taxa relative to the entire community, evaluated as entropy. Also known as Shannon-Weaver diversity index, the Shannon-Wiener index, the Shannon index and the Shannon entropy.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
shannonEvennessIndex,"Shannon evenness index","A dimensionless diversity index, calculated as a ratio of the Shannon diversity index over its maximum. Also known as the Shannon Weaver evenness index",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sigma_t,Sigma-t,"Density of seawater calculated with in situ salinity and temperature, but pressure equal to zero, rather than the in situ pressure, and 1000 kg/m^3 is subtracted. Defined as (S,T)-1000 kg m-3, where (S,T) is the density of a sample of seawater at temperature T and salinity S, measured in kg m-3, at standard atmospheric pressure.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
signalToNoiseRatio,"Signal-to-noise ratio","Signal-to-noise ratio (often abbreviated SNR or S/N) is defined as the ratio of a signal power to the noise power corrupting the signal. The higher the ratio, the less obtrusive the background noise is.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silica,Silica,"Silica (SiO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silicaDissolved,"Silica, dissolved","Dissolved silica (SiO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silicate,Silicate,"Silicate. Chemical compound containing silicon, oxygen, and one or more metals, e.g., aluminum, barium, beryllium, calcium, iron, magnesium, manganese, potassium, sodium, or zirconium.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silicicAcid,"Silicic acid","Hydrated silica disolved in water",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silicicAcidFlux,"Silicic acid flux","Silicate acid (H4SiO4) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silicon,Silicon,"Silicon (Si)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
siliconDissolved,"Silicon, dissolved","Dissolved Silicon (Si)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
Silt,Silt,"USDA particle size distribution category. 0.002 to 0.5 mm diameter fine earth particles. ",,"NRCS USDA ",,"See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253"
silverDissolved,"Silver, dissolved","Dissolved silver (Ag). For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
silverTotal,"Silver, total","Total Silver (Ag). For chemical terms, total represents an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
slope,Slope,"Ratio between two variables in a linear relationship.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
snowDepth,"Snow depth","Snow depth",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
snowWaterEquivalent,"Snow water equivalent","The depth of water if a snow cover is completely melted, expressed in units of depth, on a corresponding horizontal surface area.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sodiumAdsorptionRatio,"Sodium adsorption ratio","Sodium adsorption ratio",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sodiumDissolved,"Sodium, dissolved","Dissolved Sodium (Na)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sodiumFractionOfCations,"Sodium, fraction of cations","Sodium, fraction of cations",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sodiumPlusPotassium,"Sodium plus potassium","Sodium plus potassium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sodiumTotal,"Sodium, total","Total Sodium (Na)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsFixedSuspended,"Solids, fixed suspended","Fixed Suspended Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsRixedDissolved,"Solids, fixed dissolved","Fixed Dissolved Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsTotal,"Solids, total","Total Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsTotalDissolved,"Solids, total dissolved","Total Dissolved Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsTotalFixed,"Solids, total fixed","Total Fixed Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsTotalSuspended,"Solids, total suspended","Total Suspended Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsTotalVolatile,"Solids, total volatile","Total Volatile Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsVolatileDissolved,"Solids, volatile dissolved","Volatile Dissolved Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
solidsVolatileSuspended,"Solids, volatile suspended","Volatile Suspended Solids",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
spartinaAlternifloraCoverage,"Spartina alterniflora coverage","Areal coverage of the plant Spartina alterniflora",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
spartinaSpartineaCoverage,"Spartina spartinea coverage","Areal coverage of the plant Spartina spartinea",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
specificConductance,"Specific conductance","Specific conductance",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
speedOfSound,"Speed of sound","Speed of sound in the medium sampled",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
squalene,Squalene,"Squalene (C30H50)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
streamflow,Streamflow,"The volume of water flowing past a fixed point.  Equivalent to discharge",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
streptococciFecal,"Streptococci, fecal","Fecal Streptococci",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
strontiumDissolved,"Strontium, dissolved","Dissolved Strontium (Sr)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
strontiumTotal,"Strontium, total","Total Strontium (Sr)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
styrene,Styrene,"Styrene (C8H8)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
suaedaLinearisCoverage,"Suaeda linearis coverage","Areal coverage of the plant Suaeda linearis",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
suaedaMaritimaCoverage,"Suaeda maritima coverage","Areal coverage of the plant Suaeda maritima",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfateDissolved,"Sulfate, dissolved","Dissolved Sulfate (SO4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfateTotal,"Sulfate, total","Total Sulfate (SO4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfideDissolved,"Sulfide, dissolved","Dissolved Sulfide",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfideTotal,"Sulfide, total","Total sulfide",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfur,Sulfur,"Sulfur (S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfurDioxide,"Sulfur dioxide","Sulfur dioxide (SO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfurDissolved,"Sulfur, dissolved","Dissolved Sulfur (S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfurOrganic,"Sulfur, organic","Organic Sulfur",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sulfurPyritic,"Sulfur, pyritic","Pyritic Sulfur",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
sunshineDuration,"Sunshine duration","Sunshine duration",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
superoxideDismutaseActivity,"Superoxide dismutase, activity","Superoxide dismutase (SOD) activity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
superoxideDismutaseDeltaCycleThreshold,"Superoxide dismutase, delta cycle threshold","Delta cycle threshold for superoxide dismutase (sod). Cycle threshold is the PCR cycle number at which the fluorescent signal of the gene being amplified crosses the set threshold. Delta cycle threshold for sod is the difference between the cycle threshold (Ct) of sod gene expression and the cycle threshold (Ct) for the gene expression of the reference gene (e.g., beta-actin).",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
SUVA254,SUVA254,"Specific ultraviolet absorbance at 254 nm. Determined by absorbance normalized to DOC concentration.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tableOverrunErrorCount,"Table overrun error count","A counter which counts the number of datalogger table overrun errors",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
taxaCount,"Taxa count","Count of unique taxa. A taxon (plural: taxa) is a group of one (or more) populations of organism(s), which is judged to be a unit.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
TDRWaveformRelativeLength,"TDR waveform relative length","Time domain reflextometry, apparent length divided by probe length. Square root of dielectric",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperature,Temperature,Temperature,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureChange,"Temperature change","temperature change",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureDatalogger,"Temperature, datalogger","Temperature, raw data from datalogger",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureDewPoint,"Temperature, dew point","Dew point temperature",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureInitial,"Temperature, initial","initial temperature before heating",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureSensor,"Temperature, sensor","Temperature, raw data from sensor",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
temperatureTransducerSignal,"Temperature, transducer signal","Temperature, raw data from sensor",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
terbufos,Terbufos,"Terbufos (C9H21O2PS3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
terpineol,Terpineol,"Terpineol (C10H18O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tertAmylMethylEther,"Tert-Amyl Methyl Ether","Tert-Amyl Methyl Ether (C6H14O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tertiaryButylAlcohol,"Tertiary Butyl Alcohol","Tertiary Butyl Alcohol (C4H10O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tetracene,Tetracene,"Tetracene (C18H12), a polycyclic aromatic hydrocarbon (PAH), also known as naphthacene or benz[b]anthracene",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tetrachloroethene,Tetrachloroethene,"Tetrachloroethene (C2Cl4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tetraethyleneGlycol,"Tetraethylene glycol","Tetraethylene glycol (C8H18O5)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tetrahydrofuran,Tetrahydrofuran,"Tetrahydrofuran (C4H8O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tetramethylnaphthalene,Tetramethylnaphthalene,"Tetramethylnaphthalene (C10H4(CH3)4), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
